i,H,r,Lz,γu,γd,M,energy,error_r,error_a
1,0.5,0.5,5.5,0.6,0.6,55,28.94671969553667,0.016629281346221526,0.4734893581167263
1,0.5,0.5,5.5,0.6,0.6,60,28.94671969553942,0.016629281346318102,0.4734893581194761
1,0.5,0.5,5.5,0.6,0.6,65,28.946719695539546,0.016629281346322466,0.47348935811960047
1,0.5,0.5,5.5,0.6,0.6,70,28.946719695539432,0.016629281346318473,0.4734893581194868
1,0.5,0.5,5.5,0.6,0.6,75,28.946719695539546,0.016629281346322466,0.47348935811960047
1,0.5,0.5,5.5,0.6,0.6,80,28.946719695539603,0.016629281346324465,0.4734893581196573
1,0.5,0.5,5.5,0.6,0.6,85,28.94671969554999,0.0166292813466893,0.47348935813004545
1,0.5,0.5,5.5,0.6,0.6,90,28.946719695539464,0.016629281346319597,0.47348935811951876
1,0.5,0.5,5.5,0.6,0.6,95,28.9467196955394,0.016629281346317352,0.4734893581194548
1,0.5,0.5,5.5,0.6,0.6,100,28.946719695539503,0.01662928134632097,0.47348935811955783
1,0.5,0.75,8.0,0.6,0.6,0,-1.8495673519213387,1.0649581143411961,30.322797689341286
1,0.5,0.75,8.0,0.6,0.6,5,28.49651613255703,0.0008178136046081881,0.02328579513708462
1,0.5,0.75,8.0,0.6,0.6,10,28.540283923237222,0.0023549693878307204,0.06705358581727694
1,0.5,0.75,8.0,0.6,0.6,15,28.55137611039468,0.0027445348507589445,0.0781457729747359
1,0.5,0.75,8.0,0.6,0.6,20,28.554013248966395,0.0028371530237046513,0.08078291154645001
1,0.5,0.75,8.0,0.6,0.6,25,28.55403947142027,0.002838073974842443,0.08080913400032586
1,0.5,0.75,8.0,0.6,0.6,30,28.55404280281456,0.0028381909757675167,0.08081246539461517
1,0.5,0.75,8.0,0.6,0.6,35,28.554044104410263,0.002838236688729724,0.0808137669903175
1,0.5,0.75,8.0,0.6,0.6,40,28.55404412160077,0.0028382372924725505,0.08081378418082608
1,0.5,0.75,8.0,0.6,0.6,45,28.554044122659498,0.0028382373296557727,0.08081378523955252
1,0.5,0.75,8.0,0.6,0.6,50,28.55404412320168,0.0028382373486976298,0.0808137857817357
1,0.5,0.75,8.0,0.6,0.6,55,28.554044123209465,0.002838237348971009,0.0808137857895197
1,0.5,0.75,8.0,0.6,0.6,60,28.554044123209863,0.0028382373489849837,0.0808137857899176
1,0.5,0.75,8.0,0.6,0.6,65,28.554044123209913,0.0028382373489867305,0.08081378578996734
1,0.5,0.75,8.0,0.6,0.6,70,28.554044123210144,0.002838237348994841,0.08081378579019827
1,0.5,0.75,8.0,0.6,0.6,75,28.554044123210232,0.0028382373489979603,0.08081378579028708
1,0.5,0.75,8.0,0.6,0.6,80,28.554044123210065,0.002838237348992096,0.08081378579012011
1,0.5,0.75,8.0,0.6,0.6,85,28.55404412322072,0.002838237349366293,0.0808137858007747
1,0.5,0.75,8.0,0.6,0.6,90,28.55404412321021,0.0028382373489972117,0.08081378579026577
1,0.5,0.75,8.0,0.6,0.6,95,28.55404412321012,0.0028382373489939674,0.0808137857901734
1,0.5,0.75,8.0,0.6,0.6,100,28.554044123210012,0.0028382373489902243,0.08081378579006682
1,0.5,1.0,10.5,0.6,0.6,0,-1.8582878884954501,1.0652643857572164,30.331518225915396
1,0.5,1.0,10.5,0.6,0.6,5,28.45433274762529,0.0006636967274422439,0.018897589794654834
1,0.5,1.0,10.5,0.6,0.6,10,28.485763426516797,0.0004401709587682733,0.012533089096852024
1,0.5,1.0,10.5,0.6,0.6,15,28.487283466296113,0.0004935558315523593,0.014053128876167165
1,0.5,1.0,10.5,0.6,0.6,20,28.488121742819708,0.0005229966963106285,0.014891405399762192
1,0.5,1.0,10.5,0.6,0.6,25,28.488320873117633,0.0005299902932986007,0.015090535697687812
1,0.5,1.0,10.5,0.6,0.6,30,28.488322555240394,0.0005300493706404108,0.015092217820448894
1,0.5,1.0,10.5,0.6,0.6,35,28.48832260321533,0.0005300510555541159,0.015092265795384918
1,0.5,1.0,10.5,0.6,0.6,40,28.48832262213424,0.0005300517199996551,0.0150922847142958
