H,r,Lz,γu,γd,M,error_r
0.5,5.0,50.5,0.6,0.6,45,8.177224778897068e-14
0.5,5.0,50.5,0.6,0.6,50,7.74562449598711e-14
0.5,5.0,50.5,0.6,0.6,55,7.946983319527392e-14
0.5,5.0,50.5,0.6,0.6,60,7.924872242895626e-14
0.5,5.0,50.5,0.6,0.6,65,7.882694063313743e-14
0.5,5.0,50.5,0.6,0.6,70,7.90816241806262e-14
0.5,5.0,50.5,0.6,0.6,75,7.867583018198858e-14
0.5,5.0,50.5,0.6,0.6,80,7.859523078018389e-14
0.5,5.0,50.5,0.6,0.6,85,7.851516619394481e-14
0.5,5.0,50.5,0.6,0.6,90,7.863635560599299e-14
0.5,5.0,50.5,0.6,0.6,95,7.859355625540147e-14
0.5,5.0,50.5,0.6,0.6,100,7.858782734816221e-14
1.0,0.0,1.0,0.6,0.6,0,1.3118658710280477
1.0,0.0,1.0,0.6,0.6,5,5.638781288817226
1.0,0.0,1.0,0.6,0.6,10,6.013505840927824
1.0,0.0,1.0,0.6,0.6,15,6.042662218458813
1.0,0.0,1.0,0.6,0.6,20,6.044928185465959
1.0,0.0,1.0,0.6,0.6,25,6.04510448329127
1.0,0.0,1.0,0.6,0.6,30,6.045118184732389
1.0,0.0,1.0,0.6,0.6,35,6.045119250737959
1.0,0.0,1.0,0.6,0.6,40,6.0451193335853315
1.0,0.0,1.0,0.6,0.6,45,6.045119340031055
1.0,0.0,1.0,0.6,0.6,50,6.045119340531989
1.0,0.0,1.0,0.6,0.6,55,6.045119340570978
1.0,0.0,1.0,0.6,0.6,60,6.045119340574012
1.0,0.0,1.0,0.6,0.6,65,6.045119340574239
1.0,0.0,1.0,0.6,0.6,70,6.045119340574251
1.0,0.0,1.0,0.6,0.6,75,6.045119340574251
1.0,0.0,1.0,0.6,0.6,80,6.045119340574249
1.0,0.0,1.0,0.6,0.6,85,6.045119340574251
1.0,0.0,1.0,0.6,0.6,90,6.045119340574251
1.0,0.0,1.0,0.6,0.6,95,6.045119340574251
1.0,0.0,1.0,0.6,0.6,100,6.045119340574251
1.0,0.25,3.5,0.6,0.6,0,1.1764748089401231
1.0,0.25,3.5,0.6,0.6,5,0.9843663424627322
1.0,0.25,3.5,0.6,0.6,10,1.0899269737882804
1.0,0.25,3.5,0.6,0.6,15,1.0982203057582294
1.0,0.25,3.5,0.6,0.6,20,1.0988511975876842
1.0,0.25,3.5,0.6,0.6,25,1.0989018365446397
1.0,0.25,3.5,0.6,0.6,30,1.0989056426459647
1.0,0.25,3.5,0.6,0.6,35,1.0989059505396823
1.0,0.25,3.5,0.6,0.6,40,1.0989059736400293
1.0,0.25,3.5,0.6,0.6,45,1.0989059754931543
1.0,0.25,3.5,0.6,0.6,50,1.0989059756362396
1.0,0.25,3.5,0.6,0.6,55,1.0989059756472026
1.0,0.25,3.5,0.6,0.6,60,1.0989059756480932
1.0,0.25,3.5,0.6,0.6,65,1.0989059756481572
1.0,0.25,3.5,0.6,0.6,70,1.098905975648162
1.0,0.25,3.5,0.6,0.6,75,1.0989059756481618
1.0,0.25,3.5,0.6,0.6,80,1.0989059756481616
1.0,0.25,3.5,0.6,0.6,85,1.098905975648162
1.0,0.25,3.5,0.6,0.6,90,1.098905975648162
1.0,0.25,3.5,0.6,0.6,95,1.098905975648162
1.0,0.25,3.5,0.6,0.6,100,1.0989059756481618
1.0,0.5,6.0,0.6,0.6,0,1.2037276714039842
1.0,0.5,6.0,0.6,0.6,5,0.27398790592644795
1.0,0.5,6.0,0.6,0.6,10,0.3426578024824006
1.0,0.5,6.0,0.6,0.6,15,0.3481124079872792
1.0,0.5,6.0,0.6,0.6,20,0.3484920548587245
1.0,0.5,6.0,0.6,0.6,25,0.34851828892786413
1.0,0.5,6.0,0.6,0.6,30,0.34852023973769897
1.0,0.5,6.0,0.6,0.6,35,0.3485204073789805
1.0,0.5,6.0,0.6,0.6,40,0.34852042289402924
1.0,0.5,6.0,0.6,0.6,45,0.3485204241011608
1.0,0.5,6.0,0.6,0.6,50,0.3485204241850976
1.0,0.5,6.0,0.6,0.6,55,0.3485204241908992
1.0,0.5,6.0,0.6,0.6,60,0.34852042419132767
1.0,0.5,6.0,0.6,0.6,65,0.3485204241913659
1.0,0.5,6.0,0.6,0.6,70,0.34852042419136836
1.0,0.5,6.0,0.6,0.6,75,0.3485204241913683
1.0,0.5,6.0,0.6,0.6,80,0.34852042419136836
1.0,0.5,6.0,0.6,0.6,85,0.34852042419136836
1.0,0.5,6.0,0.6,0.6,90,0.34852042419136864
1.0,0.5,6.0,0.6,0.6,95,0.34852042419136836
1.0,0.5,6.0,0.6,0.6,100,0.34852042419136836
1.0,0.75,8.5,0.6,0.6,0,1.2100577561556018
1.0,0.75,8.5,0.6,0.6,5,0.06470153153351928
1.0,0.75,8.5,0.6,0.6,10,0.11023693592149852
1.0,0.75,8.5,0.6,0.6,15,0.11251474590696238
1.0,0.75,8.5,0.6,0.6,20,0.1128582654184585
1.0,0.75,8.5,0.6,0.6,25,0.11287209674016002
1.0,0.75,8.5,0.6,0.6,30,0.11287400302763465
1.0,0.75,8.5,0.6,0.6,35,0.1128741234653782
1.0,0.75,8.5,0.6,0.6,40,0.11287413059157925
1.0,0.75,8.5,0.6,0.6,45,0.11287413156855089
1.0,0.75,8.5,0.6,0.6,50,0.11287413160563213
1.0,0.75,8.5,0.6,0.6,55,0.1128741316112948
1.0,0.75,8.5,0.6,0.6,60,0.1128741316115934
1.0,0.75,8.5,0.6,0.6,65,0.11287413161161655
1.0,0.75,8.5,0.6,0.6,70,0.11287413161161874
1.0,0.75,8.5,0.6,0.6,75,0.1128741316116186
1.0,0.75,8.5,0.6,0.6,80,0.11287413161161834
1.0,0.75,8.5,0.6,0.6,85,0.11287413161161874
1.0,0.75,8.5,0.6,0.6,90,0.11287413161161874
1.0,0.75,8.5,0.6,0.6,95,0.11287413161161874
1.0,0.75,8.5,0.6,0.6,100,0.11287413161161883
1.0,1.0,11.0,0.6,0.6,0,1.2111741306475279
1.0,1.0,11.0,0.6,0.6,5,0.012490216854291532
1.0,1.0,11.0,0.6,0.6,10,0.03129990855716231
1.0,1.0,11.0,0.6,0.6,15,0.03518825404071063
1.0,1.0,11.0,0.6,0.6,20,0.03527549523703277
1.0,1.0,11.0,0.6,0.6,25,0.035302405054993206
1.0,1.0,11.0,0.6,0.6,30,0.03530291280044516
1.0,1.0,11.0,0.6,0.6,35,0.035303050681544074
1.0,1.0,11.0,0.6,0.6,40,0.03530305460364006
1.0,1.0,11.0,0.6,0.6,45,0.03530305527208448
1.0,1.0,11.0,0.6,0.6,50,0.035303055307464075
1.0,1.0,11.0,0.6,0.6,55,0.03530305531031767
1.0,1.0,11.0,0.6,0.6,60,0.0353030553106368
1.0,1.0,11.0,0.6,0.6,65,0.035303055310647875
1.0,1.0,11.0,0.6,0.6,70,0.03530305531064949
1.0,1.0,11.0,0.6,0.6,75,0.035303055310649346
1.0,1.0,11.0,0.6,0.6,80,0.035303055310649346
1.0,1.0,11.0,0.6,0.6,85,0.03530305531064928
1.0,1.0,11.0,0.6,0.6,90,0.03530305531064921
1.0,1.0,11.0,0.6,0.6,95,0.03530305531064885
1.0,1.0,11.0,0.6,0.6,100,0.035303055310649346
1.0,1.25,13.5,0.6,0.6,0,1.211388762007976
1.0,1.25,13.5,0.6,0.6,5,0.0006411288517930038
1.0,1.25,13.5,0.6,0.6,10,0.007487636232287405
1.0,1.25,13.5,0.6,0.6,15,0.010658677704813008
1.0,1.25,13.5,0.6,0.6,20,0.010777544793878841
1.0,1.25,13.5,0.6,0.6,25,0.010782665525136868
1.0,1.25,13.5,0.6,0.6,30,0.01078459416917121
1.0,1.25,13.5,0.6,0.6,35,0.010784621533654943
1.0,1.25,13.5,0.6,0.6,40,0.010784626308482505
1.0,1.25,13.5,0.6,0.6,45,0.010784627081587101
1.0,1.25,13.5,0.6,0.6,50,0.010784627090409655
1.0,1.25,13.5,0.6,0.6,55,0.01078462709434495
1.0,1.25,13.5,0.6,0.6,60,0.010784627094547397
1.0,1.25,13.5,0.6,0.6,65,0.010784627094547942
1.0,1.25,13.5,0.6,0.6,70,0.010784627094548369
1.0,1.25,13.5,0.6,0.6,75,0.010784627094548594
1.0,1.25,13.5,0.6,0.6,80,0.010784627094548594
1.0,1.25,13.5,0.6,0.6,85,0.010784627094548879
1.0,1.25,13.5,0.6,0.6,90,0.010784627094548808
1.0,1.25,13.5,0.6,0.6,95,0.010784627094548737
1.0,1.25,13.5,0.6,0.6,100,0.01078462709454895
1.0,1.5,16.0,0.6,0.6,0,1.2114316298448564
1.0,1.5,16.0,0.6,0.6,5,0.0019556718913898096
1.0,1.5,16.0,0.6,0.6,10,0.0016508873591736684
1.0,1.5,16.0,0.6,0.6,15,0.002908845436684396
1.0,1.5,16.0,0.6,0.6,20,0.0032241230709003205
1.0,1.5,16.0,0.6,0.6,25,0.0032265699984934575
1.0,1.5,16.0,0.6,0.6,30,0.003226935406642756
1.0,1.5,16.0,0.6,0.6,35,0.0032270934176441535
1.0,1.5,16.0,0.6,0.6,40,0.0032270953279213916
1.0,1.5,16.0,0.6,0.6,45,0.00322709543148973
1.0,1.5,16.0,0.6,0.6,50,0.0032270954959943807
1.0,1.5,16.0,0.6,0.6,55,0.0032270954975420372
1.0,1.5,16.0,0.6,0.6,60,0.003227095497572773
1.0,1.5,16.0,0.6,0.6,65,0.0032270954975978966
1.0,1.5,16.0,0.6,0.6,70,0.0032270954975981096
1.0,1.5,16.0,0.6,0.6,75,0.0032270954975982583
1.0,1.5,16.0,0.6,0.6,80,0.0032270954975982535
1.0,1.5,16.0,0.6,0.6,85,0.003227095497598116
1.0,1.5,16.0,0.6,0.6,90,0.00322709549759832
1.0,1.5,16.0,0.6,0.6,95,0.0032270954975979127
1.0,1.5,16.0,0.6,0.6,100,0.0032270954975980497
1.0,1.75,18.5,0.6,0.6,0,1.2114403565633032
1.0,1.75,18.5,0.6,0.6,5,0.0025025226303669024
1.0,1.75,18.5,0.6,0.6,10,0.00034625017418671083
1.0,1.75,18.5,0.6,0.6,15,0.0006844559437367231
1.0,1.75,18.5,0.6,0.6,20,0.0009308987826998735
1.0,1.75,18.5,0.6,0.6,25,0.0009399861702078736
1.0,1.75,18.5,0.6,0.6,30,0.0009400434691725482
1.0,1.75,18.5,0.6,0.6,35,0.0009400716121982623
1.0,1.75,18.5,0.6,0.6,40,0.0009400829477153012
1.0,1.75,18.5,0.6,0.6,45,0.0009400830927801712
1.0,1.75,18.5,0.6,0.6,50,0.0009400830950551712
1.0,1.75,18.5,0.6,0.6,55,0.0009400830971951009
1.0,1.75,18.5,0.6,0.6,60,0.0009400830975711394
1.0,1.75,18.5,0.6,0.6,65,0.0009400830975740887
1.0,1.75,18.5,0.6,0.6,70,0.0009400830975738652
1.0,1.75,18.5,0.6,0.6,75,0.0009400830975735936
1.0,1.75,18.5,0.6,0.6,80,0.0009400830975736564
1.0,1.75,18.5,0.6,0.6,85,0.0009400830975734537
1.0,1.75,18.5,0.6,0.6,90,0.0009400830975738693
1.0,1.75,18.5,0.6,0.6,95,0.0009400830975736626
1.0,1.75,18.5,0.6,0.6,100,0.0009400830975738732
1.0,2.0,21.0,0.6,0.6,0,1.211442150839742
1.0,2.0,21.0,0.6,0.6,5,0.0026175411907223387
1.0,2.0,21.0,0.6,0.6,10,6.539503874794201e-5
1.0,2.0,21.0,0.6,0.6,15,0.00015027980572512569
1.0,2.0,21.0,0.6,0.6,20,0.0002469180425670652
1.0,2.0,21.0,0.6,0.6,25,0.00026911516219653203
1.0,2.0,21.0,0.6,0.6,30,0.00026928774860368154
1.0,2.0,21.0,0.6,0.6,35,0.00026928986276901804
1.0,2.0,21.0,0.6,0.6,40,0.0002692920280051402
1.0,2.0,21.0,0.6,0.6,45,0.00026929296818871575
1.0,2.0,21.0,0.6,0.6,50,0.0002692929794016004
1.0,2.0,21.0,0.6,0.6,55,0.0002692929794812191
1.0,2.0,21.0,0.6,0.6,60,0.00026929297952791486
1.0,2.0,21.0,0.6,0.6,65,0.00026929297955607576
1.0,2.0,21.0,0.6,0.6,70,0.00026929297955723326
1.0,2.0,21.0,0.6,0.6,75,0.000269292979557364
1.0,2.0,21.0,0.6,0.6,80,0.0002692929795572931
1.0,2.0,21.0,0.6,0.6,85,0.0002692929795575059
1.0,2.0,21.0,0.6,0.6,90,0.00026929297955729305
1.0,2.0,21.0,0.6,0.6,95,0.0002692929795572931
1.0,2.0,21.0,0.6,0.6,100,0.0002692929795575059
1.0,2.25,23.5,0.6,0.6,0,1.2114425216900924
1.0,2.25,23.5,0.6,0.6,5,0.002641591129202635
1.0,2.25,23.5,0.6,0.6,10,5.9879919357199214e-6
1.0,2.25,23.5,0.6,0.6,15,3.2067153455375987e-5
1.0,2.25,23.5,0.6,0.6,20,5.761007405332514e-5
1.0,2.25,23.5,0.6,0.6,25,7.63527728758818e-5
1.0,2.25,23.5,0.6,0.6,30,7.705058098171847e-5
1.0,2.25,23.5,0.6,0.6,35,7.705364599436444e-5
1.0,2.25,23.5,0.6,0.6,40,7.705377088146524e-5
1.0,2.25,23.5,0.6,0.6,45,7.70539402834237e-5
1.0,2.25,23.5,0.6,0.6,50,7.705400851044174e-5
1.0,2.25,23.5,0.6,0.6,55,7.705400938958477e-5
1.0,2.25,23.5,0.6,0.6,60,7.705400939357213e-5
1.0,2.25,23.5,0.6,0.6,65,7.705400939421006e-5
1.0,2.25,23.5,0.6,0.6,70,7.705400939541499e-5
1.0,2.25,23.5,0.6,0.6,75,7.705400939466073e-5
1.0,2.25,23.5,0.6,0.6,80,7.705400939494275e-5
1.0,2.25,23.5,0.6,0.6,85,7.705400939494404e-5
1.0,2.25,23.5,0.6,0.6,90,7.705400939493166e-5
1.0,2.25,23.5,0.6,0.6,95,7.70540093950013e-5
1.0,2.25,23.5,0.6,0.6,100,7.705400939487185e-5
1.0,2.5,26.0,0.6,0.6,0,1.2114425985501858
1.0,2.5,26.0,0.6,0.6,5,0.002646605595712692
1.0,2.5,26.0,0.6,0.6,10,6.483742218202551e-6
1.0,2.5,26.0,0.6,0.6,15,6.730653222679183e-6
1.0,2.5,26.0,0.6,0.6,20,1.2607355574381904e-5
1.0,2.5,26.0,0.6,0.6,25,2.0115605032744777e-5
1.0,2.5,26.0,0.6,0.6,30,2.19876199246905e-5
1.0,2.5,26.0,0.6,0.6,35,2.2001008504474775e-5
1.0,2.5,26.0,0.6,0.6,40,2.2001063924335573e-5
1.0,2.5,26.0,0.6,0.6,45,2.2001073000453167e-5
1.0,2.5,26.0,0.6,0.6,50,2.2001086064068722e-5
1.0,2.5,26.0,0.6,0.6,55,2.2001091730133182e-5
1.0,2.5,26.0,0.6,0.6,60,2.2001091800117724e-5
1.0,2.5,26.0,0.6,0.6,65,2.200109180144237e-5
1.0,2.5,26.0,0.6,0.6,70,2.2001091799754493e-5
1.0,2.5,26.0,0.6,0.6,75,2.2001091799678995e-5
1.0,2.5,26.0,0.6,0.6,80,2.2001091799544354e-5
1.0,2.5,26.0,0.6,0.6,85,2.200109179981364e-5
1.0,2.5,26.0,0.6,0.6,90,2.2001091799752158e-5
1.0,2.5,26.0,0.6,0.6,95,2.200109179981702e-5
1.0,2.5,26.0,0.6,0.6,100,2.200109179981235e-5
1.0,2.75,28.5,0.6,0.6,0,1.2114426145026649
1.0,2.75,28.5,0.6,0.6,5,0.002647649615800744
1.0,2.75,28.5,0.6,0.6,10,9.08458098434836e-6
1.0,2.75,28.5,0.6,0.6,15,1.3823855488505147e-6
1.0,2.75,28.5,0.6,0.6,20,2.687124797558391e-6
1.0,2.75,28.5,0.6,0.6,25,4.672384725189774e-6
1.0,2.75,28.5,0.6,0.6,30,6.14884402461012e-6
1.0,2.75,28.5,0.6,0.6,35,6.203650452347518e-6
1.0,2.75,28.5,0.6,0.6,40,6.203884000956443e-6
1.0,2.75,28.5,0.6,0.6,45,6.203885235194881e-6
1.0,2.75,28.5,0.6,0.6,50,6.203885937794601e-6
1.0,2.75,28.5,0.6,0.6,55,6.203886963036871e-6
1.0,2.75,28.5,0.6,0.6,60,6.203887368967985e-6
1.0,2.75,28.5,0.6,0.6,65,6.203887374417934e-6
1.0,2.75,28.5,0.6,0.6,70,6.203887374980348e-6
1.0,2.75,28.5,0.6,0.6,75,6.203887374894142e-6
1.0,2.75,28.5,0.6,0.6,80,6.2038873750449805e-6
1.0,2.75,28.5,0.6,0.6,85,6.203887374494935e-6
1.0,2.75,28.5,0.6,0.6,90,6.203887374754569e-6
1.0,2.75,28.5,0.6,0.6,95,6.2038873750378374e-6
1.0,2.75,28.5,0.6,0.6,100,6.2038873751157975e-6
1.0,3.0,31.0,0.6,0.6,0,1.2114426178161373
1.0,3.0,31.0,0.6,0.6,5,0.0026478668209733787
1.0,3.0,31.0,0.6,0.6,10,9.626628730524333e-6
1.0,3.0,31.0,0.6,0.6,15,2.618420709142885e-7
1.0,3.0,31.0,0.6,0.6,20,5.655795169101325e-7
1.0,3.0,31.0,0.6,0.6,25,1.0200665201888872e-6
1.0,3.0,31.0,0.6,0.6,30,1.6027183049690242e-6
1.0,3.0,31.0,0.6,0.6,35,1.7354181680030478e-6
1.0,3.0,31.0,0.6,0.6,40,1.7364587379763755e-6
1.0,3.0,31.0,0.6,0.6,45,1.7364626762942592e-6
1.0,3.0,31.0,0.6,0.6,50,1.7364627162063392e-6
1.0,3.0,31.0,0.6,0.6,55,1.7364627752714446e-6
1.0,3.0,31.0,0.6,0.6,60,1.7364628502312668e-6
1.0,3.0,31.0,0.6,0.6,65,1.7364628864596256e-6
1.0,3.0,31.0,0.6,0.6,70,1.7364628862865187e-6
1.0,3.0,31.0,0.6,0.6,75,1.7364628858619348e-6
1.0,3.0,31.0,0.6,0.6,80,1.736462886003128e-6
1.0,3.0,31.0,0.6,0.6,85,1.7364628859322806e-6
1.0,3.0,31.0,0.6,0.6,90,1.7364628860744778e-6
1.0,3.0,31.0,0.6,0.6,95,1.7364628861453253e-6
1.0,3.0,31.0,0.6,0.6,100,1.7364628857202393e-6
1.0,3.25,33.5,0.6,0.6,0,1.2114426185046365
1.0,3.25,33.5,0.6,0.6,5,0.0026479119924068166
1.0,3.25,33.5,0.6,0.6,10,9.739451373180057e-6
1.0,3.25,33.5,0.6,0.6,15,2.7965025157635552e-8
1.0,3.25,33.5,0.6,0.6,20,1.182428449277965e-7
1.0,3.25,33.5,0.6,0.6,25,2.1722952357140444e-7
1.0,3.25,33.5,0.6,0.6,30,3.7143571817972634e-7
1.0,3.25,33.5,0.6,0.6,35,4.842039708417159e-7
1.0,3.25,33.5,0.6,0.6,40,4.8841869456317e-7
1.0,3.25,33.5,0.6,0.6,45,4.884368579500062e-7
1.0,3.25,33.5,0.6,0.6,50,4.884369231493571e-7
1.0,3.25,33.5,0.6,0.6,55,4.884369189874481e-7
1.0,3.25,33.5,0.6,0.6,60,4.88436924126722e-7
1.0,3.25,33.5,0.6,0.6,65,4.884369322915773e-7
1.0,3.25,33.5,0.6,0.6,70,4.884369345218078e-7
1.0,3.25,33.5,0.6,0.6,75,4.884369339398574e-7
1.0,3.25,33.5,0.6,0.6,80,4.884369340102685e-7
1.0,3.25,33.5,0.6,0.6,85,4.884369337282022e-7
1.0,3.25,33.5,0.6,0.6,90,4.884369339275205e-7
1.0,3.25,33.5,0.6,0.6,95,4.884369339975101e-7
1.0,3.25,33.5,0.6,0.6,100,4.884369339979318e-7
1.0,3.5,36.0,0.6,0.6,0,1.2114426186477338
1.0,3.5,36.0,0.6,0.6,5,0.0026479213846992717
1.0,3.5,36.0,0.6,0.6,10,9.762920093313624e-6
1.0,3.5,36.0,0.6,0.6,15,2.0774893892039654e-8
1.0,3.5,36.0,0.6,0.6,20,2.4572459579175147e-8
1.0,3.5,36.0,0.6,0.6,25,4.570979766763318e-8
1.0,3.5,36.0,0.6,0.6,30,8.104044203526892e-8
1.0,3.5,36.0,0.6,0.6,35,1.2637674933918562e-7
1.0,3.5,36.0,0.6,0.6,40,1.376412438827578e-7
1.0,3.5,36.0,0.6,0.6,45,1.377222547212675e-7
1.0,3.5,36.0,0.6,0.6,50,1.3772256321420965e-7
1.0,3.5,36.0,0.6,0.6,55,1.3772256489370184e-7
1.0,3.5,36.0,0.6,0.6,60,1.3772256306265153e-7
1.0,3.5,36.0,0.6,0.6,65,1.3772256621221998e-7
1.0,3.5,36.0,0.6,0.6,70,1.377225667830777e-7
1.0,3.5,36.0,0.6,0.6,75,1.3772256683976555e-7
1.0,3.5,36.0,0.6,0.6,80,1.3772256664621788e-7
1.0,3.5,36.0,0.6,0.6,85,1.3772256657544614e-7
1.0,3.5,36.0,0.6,0.6,90,1.3772256706616472e-7
1.0,3.5,36.0,0.6,0.6,95,1.3772256683976555e-7
1.0,3.5,36.0,0.6,0.6,100,1.3772256676431008e-7
1.0,3.75,38.5,0.6,0.6,0,1.2114426186774752
1.0,3.75,38.5,0.6,0.6,5,0.0026479233373897207
1.0,3.75,38.5,0.6,0.6,10,9.767800380207283e-6
1.0,3.75,38.5,0.6,0.6,15,3.0910982107921195e-8
1.0,3.75,38.5,0.6,0.6,20,5.027011279555845e-9
1.0,3.75,38.5,0.6,0.6,25,9.561270550666276e-9
1.0,3.75,38.5,0.6,0.6,30,1.7248553754754297e-8
1.0,3.75,38.5,0.6,0.6,35,2.9250365627581574e-8
1.0,3.75,38.5,0.6,0.6,40,3.8155343901928325e-8
1.0,3.75,38.5,0.6,0.6,45,3.848658349340813e-8
1.0,3.75,38.5,0.6,0.6,50,3.8487997893996235e-8
1.0,3.75,38.5,0.6,0.6,55,3.8488002800947355e-8
1.0,3.75,38.5,0.6,0.6,60,3.8488000385086874e-8
1.0,3.75,38.5,0.6,0.6,65,3.848800384144884e-8
1.0,3.75,38.5,0.6,0.6,70,3.848800272527863e-8
1.0,3.75,38.5,0.6,0.6,75,3.848800236310211e-8
1.0,3.75,38.5,0.6,0.6,80,3.848800229025222e-8
1.0,3.75,38.5,0.6,0.6,85,3.8488002575433104e-8
1.0,3.75,38.5,0.6,0.6,90,3.848800256921445e-8
1.0,3.75,38.5,0.6,0.6,95,3.8488002156989756e-8
1.0,3.75,38.5,0.6,0.6,100,3.8488002079994103e-8
1.0,4.0,41.0,0.6,0.6,0,1.2114426186836629
1.0,4.0,41.0,0.6,0.6,5,0.0026479237433310494
1.0,4.0,41.0,0.6,0.6,10,9.76881509100795e-6
1.0,4.0,41.0,0.6,0.6,15,3.301952597377342e-8
1.0,4.0,41.0,0.6,0.6,20,9.559835681479902e-10
1.0,4.0,41.0,0.6,0.6,25,1.9937089246598524e-9
1.0,4.0,41.0,0.6,0.6,30,3.6283950889919206e-9
1.0,4.0,41.0,0.6,0.6,35,6.375777540155737e-9
1.0,4.0,41.0,0.6,0.6,40,9.896299520708894e-9
1.0,4.0,41.0,0.6,0.6,45,1.0696060703782869e-8
1.0,4.0,41.0,0.6,0.6,50,1.0702355591448163e-8
1.0,4.0,41.0,0.6,0.6,55,1.0702380995452328e-8
1.0,4.0,41.0,0.6,0.6,60,1.0702379408748575e-8
1.0,4.0,41.0,0.6,0.6,65,1.0702375854936214e-8
1.0,4.0,41.0,0.6,0.6,70,1.0702376461891926e-8
1.0,4.0,41.0,0.6,0.6,75,1.0702376235511892e-8
1.0,4.0,41.0,0.6,0.6,80,1.0702376094046456e-8
1.0,4.0,41.0,0.6,0.6,85,1.0702375952751805e-8
1.0,4.0,41.0,0.6,0.6,90,1.0702376518784328e-8
1.0,4.0,41.0,0.6,0.6,95,1.070237637697733e-8
1.0,4.0,41.0,0.6,0.6,100,1.0702376376806547e-8
1.0,4.25,43.5,0.6,0.6,0,1.2114426186849403
1.0,4.25,43.5,0.6,0.6,5,0.002647923827715073
1.0,4.25,43.5,0.6,0.6,10,9.769026030872683e-6
1.0,4.25,43.5,0.6,0.6,15,3.3457986499452365e-8
1.0,4.25,43.5,0.6,0.6,20,1.0885315657172954e-10
1.0,4.25,43.5,0.6,0.6,25,4.1484105010847875e-10
1.0,4.25,43.5,0.6,0.6,30,7.588724257836492e-10
1.0,4.25,43.5,0.6,0.6,35,1.3567117939738886e-9
1.0,4.25,43.5,0.6,0.6,40,2.2890727247791505e-9
1.0,4.25,43.5,0.6,0.6,45,2.9699522237644738e-9
1.0,4.25,43.5,0.6,0.6,50,2.9954325472830383e-9
1.0,4.25,43.5,0.6,0.6,55,2.995540431791851e-9
1.0,4.25,43.5,0.6,0.6,60,2.995533682187476e-9
1.0,4.25,43.5,0.6,0.6,65,2.9955348531607454e-9
1.0,4.25,43.5,0.6,0.6,70,2.995535320278073e-9
1.0,4.25,43.5,0.6,0.6,75,2.9955350370356833e-9
1.0,4.25,43.5,0.6,0.6,80,2.9955351786568785e-9
1.0,4.25,43.5,0.6,0.6,85,2.9955349662250863e-9
1.0,4.25,43.5,0.6,0.6,90,2.995535095597718e-9
1.0,4.25,43.5,0.6,0.6,95,2.995535094695557e-9
1.0,4.25,43.5,0.6,0.6,100,2.9955349530743613e-9
1.0,4.5,46.0,0.6,0.6,0,1.2114426186852132
1.0,4.5,46.0,0.6,0.6,5,0.00264792384526474
1.0,4.5,46.0,0.6,0.6,10,9.769069901799604e-6
1.0,4.5,46.0,0.6,0.6,15,3.3549147988100027e-8
1.0,4.5,46.0,0.6,0.6,20,6.7411151860967e-11
1.0,4.5,46.0,0.6,0.6,25,8.599945127033804e-11
1.0,4.5,46.0,0.6,0.6,30,1.582466016913893e-10
1.0,4.5,46.0,0.6,0.6,35,2.853674424628121e-10
1.0,4.5,46.0,0.6,0.6,40,4.989960542946536e-10
1.0,4.5,46.0,0.6,0.6,45,7.7301939730071e-10
1.0,4.5,46.0,0.6,0.6,50,8.410463817485823e-10
1.0,4.5,46.0,0.6,0.6,55,8.415343032373505e-10
1.0,4.5,46.0,0.6,0.6,60,8.415342502153702e-10
1.0,4.5,46.0,0.6,0.6,65,8.41533569146649e-10
1.0,4.5,46.0,0.6,0.6,70,8.415346160604198e-10
1.0,4.5,46.0,0.6,0.6,75,8.415344768938364e-10
1.0,4.5,46.0,0.6,0.6,80,8.415346066858019e-10
1.0,4.5,46.0,0.6,0.6,85,8.4153453827432e-10
1.0,4.5,46.0,0.6,0.6,90,8.415344745501663e-10
1.0,4.5,46.0,0.6,0.6,95,8.415345499926386e-10
1.0,4.5,46.0,0.6,0.6,100,8.415343447583249e-10
1.0,4.75,48.5,0.6,0.6,0,1.2114426186852667
1.0,4.75,48.5,0.6,0.6,5,0.0026479238489149097
1.0,4.75,48.5,0.6,0.6,10,9.769079007706763e-6
1.0,4.75,48.5,0.6,0.6,15,3.356811498672686e-8
1.0,4.75,48.5,0.6,0.6,20,1.0403701947780902e-10
1.0,4.75,48.5,0.6,0.6,25,1.757533340341501e-11
1.0,4.75,48.5,0.6,0.6,30,3.2955393899390066e-11
1.0,4.75,48.5,0.6,0.6,35,5.969353635289915e-11
1.0,4.75,48.5,0.6,0.6,40,1.0617985636866606e-10
1.0,4.75,48.5,0.6,0.6,45,1.787397606971925e-10
1.0,4.75,48.5,0.6,0.6,50,2.3253818420163054e-10
1.0,4.75,48.5,0.6,0.6,55,2.345415943288157e-10
1.0,4.75,48.5,0.6,0.6,60,2.3455126009178356e-10
1.0,4.75,48.5,0.6,0.6,65,2.3455177277550917e-10
1.0,4.75,48.5,0.6,0.6,70,2.345512691198175e-10
1.0,4.75,48.5,0.6,0.6,75,2.345514312731915e-10
1.0,4.75,48.5,0.6,0.6,80,2.345510293884327e-10
1.0,4.75,48.5,0.6,0.6,85,2.345513728284246e-10
1.0,4.75,48.5,0.6,0.6,90,2.3455135843253166e-10
1.0,4.75,48.5,0.6,0.6,95,2.345514312731915e-10
1.0,4.75,48.5,0.6,0.6,100,2.345515851214773e-10
